272	Eva-Mari
272	Freya
272	Leonie
272	Sabiha
272	Wendy
271	Lou
271	Salwa
271	Tyyne
271	Ann-Gerd
271	Beatrix
270	Angel
270	Anitta
270	Mariola
270	May-Britt
270	Sima
269	Maija-Liisa
269	Meya
269	Thomasdotter
269	Ulrike
269	Graciela
268	Bengta
268	Céline
268	Zanna
267	Amilia
267	Emira
267	Saima
267	Sigrun
267	Ulla-Brita
266	Rashid
266	Fideli
265	Gith
265	Zelda
264	Ildiko
264	Nermina
264	Pernille
263	Lidija
263	Miroslawa
263	Una
263	Viviana
263	Ann-Chatrin
263	Dania
263	Erja
262	Alia
262	Bea
262	Dorthy
262	Ghada
262	Habiba
262	Safia
261	Merita
261	Najat
261	Sigyn
261	Ulla-Lena
261	Hagar
261	Inga-Greta
261	Ingemarsdotter
261	Jabbar
261	Jing
260	Florentina
260	Ida-Maria
260	Mahmood
259	Lissy
259	Sanaa
259	Valerie
259	Wiveka
259	Faduma
259	Fatema
259	Jin
258	Abigail
258	Bernadette
258	Britt-Lis
258	Monicka
258	Robin
258	Roya
258	Tilly
258	Violetta
257	Manda
257	Anu
257	E
257	Eli
256	Abir
256	Min
256	Salman
255	Alena
254	Brith
254	Ginger
254	Jade
254	Noemi
254	Selin
253	Louis
253	Marijana
253	Casandra
253	Laina
252	Anwar
252	Evin
252	Irmelin
252	Konstantia
252	Merima
252	Narin
252	Nathali
251	Vian
251	Branka
251	Dorrit
251	Eine
